"region","sample","obs.mut","sim.mut","sim.mut.normality","log2fc","pvalue"
"ncRNA processing","E1_06_14",4,5,3.7e-24,-0.263034405833794,0.6724
"ribosome biogenesis","E1_06_14",3,4,3.7e-24,-0.321928094887362,0.644
"rRNA metabolic process","E1_06_14",4,4,3.7e-24,0,1
"proteasome-mediated ubiquitin-dependent protein catabolic process","E1_06_14",5,6,3.7e-24,-0.222392421336448,0.7086
"regulation of response to DNA damage stimulus","E1_06_14",0,4,3.7e-24,-2.32192809488736,0.021
"establishment of protein localization to organelle","E1_06_14",2,6,3.7e-24,-1.22239242133645,0.0745
"macroautophagy","E1_06_14",3,4,3.7e-24,-0.321928094887362,0.6396
"regulation of chromosome organization","E1_06_14",3,3,3.7e-24,0,1
"Golgi vesicle transport","E1_06_14",3,4,3.7e-24,-0.321928094887362,0.6533
"double-strand break repair","E1_06_14",3,4,3.7e-24,-0.321928094887362,0.6391
"histone modification","E1_06_14",3,6,3.7e-24,-0.807354922057604,0.1647
"sister chromatid segregation","E1_06_14",7,4,3.7e-24,0.678071905112638,0.3466
"DNA replication","E1_06_14",1,3,3.7e-24,-1,0.2084
"chromosome segregation","E1_06_14",5,5,3.7e-24,0,1
"mitochondrial gene expression","E1_06_14",1,2,3.7e-24,-0.584962500721156,0.5368
"nucleocytoplasmic transport","E1_06_14",1,4,3.7e-24,-1.32192809488736,0.0877
"nuclear transport","E1_06_14",1,4,3.7e-24,-1.32192809488736,0.0791
"regulation of DNA repair","E1_06_14",2,3,3.7e-24,-0.415037499278844,0.6039
"peptidyl-lysine modification","E1_06_14",3,4,3.7e-24,-0.321928094887362,0.6259
"protein targeting","E1_06_14",4,4,3.7e-24,0,1
"cytoplasmic translation","E1_06_14",3,2,3.7e-24,0.415037499278844,0.7235
"regulation of autophagy","E1_06_14",4,4,3.7e-24,0,1
"signal transduction in response to DNA damage","E1_06_14",2,2,3.7e-24,0,1
"regulation of intracellular transport","E1_06_14",2,4,3.7e-24,-0.736965594166206,0.2741
"protein localization to nucleus","E1_06_14",6,4,3.7e-24,0.485426827170242,0.4632
"microtubule cytoskeleton organization involved in mitosis","E1_06_14",1,2,3.7e-24,-0.584962500721156,0.5377
"telomere maintenance","E1_06_14",2,2,3.7e-24,0,1
"cell cycle checkpoint signaling","E1_06_14",5,3,3.7e-24,0.584962500721156,0.3842
"regulation of protein modification by small protein conjugation or removal","E1_06_14",2,3,3.7e-24,-0.415037499278844,0.5929
"cellular respiration","E1_06_14",3,3,3.7e-24,0,1
"cellular component disassembly","E1_06_14",4,6,3.7e-24,-0.485426827170242,0.442
"nuclear chromosome segregation","E1_06_14",2,4,3.7e-24,-0.736965594166206,0.263
"regulation of protein stability","E1_06_14",1,4,3.7e-24,-1.32192809488736,0.1084
"regulation of cell cycle phase transition","E1_06_14",3,5,3.7e-24,-0.584962500721156,0.3092
"regulation of protein catabolic process","E1_06_14",1,4,3.7e-24,-1.32192809488736,0.0604
"response to endoplasmic reticulum stress","E1_06_14",1,3,3.7e-24,-1,0.2369
"vesicle organization","E1_06_14",1,5,3.7e-24,-1.58496250072116,0.0441
"mitochondrial respiratory chain complex assembly","E1_06_14",2,2,3.7e-24,0,1
"DNA-templated transcription elongation","E1_06_14",1,2,3.7e-24,-0.584962500721156,0.5637
"mitochondrial transport","E1_06_14",3,3,3.7e-24,0,1
"establishment of organelle localization","E1_06_14",5,6,3.7e-24,-0.222392421336448,0.7081
"regulation of intracellular protein transport","E1_06_14",1,3,3.7e-24,-1,0.2584
"response to UV","E1_06_14",2,2,3.7e-24,0,1
"RNA localization","E1_06_14",1,2,3.7e-24,-0.584962500721156,0.5284
"response to topologically incorrect protein","E1_06_14",1,2,3.7e-24,-0.584962500721156,0.5367
"organelle fission","E1_06_14",7,6,3.7e-24,0.192645077942396,0.8422
"non-membrane-bounded organelle assembly","E1_06_14",1,4,3.7e-24,-1.32192809488736,0.0578
"protein polyubiquitination","E1_06_14",4,4,3.7e-24,0,1
"methylation","E1_06_14",6,4,3.7e-24,0.485426827170242,0.4622
"phospholipid biosynthetic process","E1_06_14",3,3,3.7e-24,0,1
"oxidative phosphorylation","E1_06_14",1,2,3.7e-24,-0.584962500721156,0.5713
"establishment of protein localization to membrane","E1_06_14",3,4,3.7e-24,-0.321928094887362,0.6558
"in utero embryonic development","E1_06_14",6,5,3.7e-24,0.222392421336448,0.827
"vacuole organization","E1_06_14",5,3,3.7e-24,0.584962500721156,0.3897
"nuclear-transcribed mRNA catabolic process","E1_06_14",1,2,3.7e-24,-0.584962500721156,0.5795
"protein folding","E1_06_14",1,3,3.7e-24,-1,0.2256
"DNA conformation change","E1_06_14",1,1,3.7e-24,0,1
"regulation of chromosome segregation","E1_06_14",0,2,3.7e-24,-1.58496250072116,0.1617
"regulation of apoptotic signaling pathway","E1_06_14",6,5,3.7e-24,0.222392421336448,0.8259
"cell cycle G2/M phase transition","E1_06_14",1,2,3.7e-24,-0.584962500721156,0.5551
"vacuolar transport","E1_06_14",2,2,3.7e-24,0,1
"response to ionizing radiation","E1_06_14",1,2,3.7e-24,-0.584962500721156,0.5497
"cellular response to UV","E1_06_14",2,1,3.7e-24,0.584962500721156,0.6639
"regulation of binding","E1_06_14",4,4,3.7e-24,0,1
"nucleic acid transport","E1_06_14",0,2,3.7e-24,-1.58496250072116,0.1004
"RNA transport","E1_06_14",3,2,3.7e-24,0.415037499278844,0.7317
"ribonucleoprotein complex subunit organization","E1_06_14",3,3,3.7e-24,0,1
"regulation of DNA replication","E1_06_14",0,2,3.7e-24,-1.58496250072116,0.1689
"ribose phosphate metabolic process","E1_06_14",5,5,3.7e-24,0,1
"proton motive force-driven ATP synthesis","E1_06_14",1,1,3.7e-24,0,1
"ribonucleotide metabolic process","E1_06_14",2,5,3.7e-24,-1,0.1303
"telomere organization","E1_06_14",1,2,3.7e-24,-0.584962500721156,0.5358
"cellular response to topologically incorrect protein","E1_06_14",3,2,3.7e-24,0.415037499278844,0.7358
"Golgi organization","E1_06_14",0,2,3.7e-24,-1.58496250072116,0.134
"ribonucleoprotein complex assembly","E1_06_14",3,3,3.7e-24,0,1
"cellular nitrogen compound catabolic process","E1_06_14",7,5,3.7e-24,0.415037499278844,0.5152
"negative regulation of phosphorus metabolic process","E1_06_14",5,6,3.7e-24,-0.222392421336448,0.7045
"heterocycle catabolic process","E1_06_14",5,5,3.7e-24,0,1
"mitochondrial membrane organization","E1_06_14",1,1,3.7e-24,0,1
"regulation of protein-containing complex assembly","E1_06_14",5,5,3.7e-24,0,1
"positive regulation of cellular component biogenesis","E1_06_14",10,6,3.7e-24,0.652076696579693,0.2359
"response to oxidative stress","E1_06_14",3,5,3.7e-24,-0.584962500721156,0.3326
"regulation of supramolecular fiber organization","E1_06_14",6,4,3.7e-24,0.485426827170242,0.476
"positive regulation of protein localization","E1_06_14",6,5,3.7e-24,0.222392421336448,0.828
"positive regulation of cell projection organization","E1_06_14",4,4,3.7e-24,0,1
"negative regulation of transferase activity","E1_06_14",2,3,3.7e-24,-0.415037499278844,0.5993
"autophagy of mitochondrion","E1_06_14",2,1,3.7e-24,0.584962500721156,0.6688
"positive regulation of amide metabolic process","E1_06_14",4,2,3.7e-24,0.736965594166206,0.2888
"chromatin remodeling","E1_06_14",6,4,3.7e-24,0.485426827170242,0.4753
"viral process","E1_06_14",5,5,3.7e-24,0,1
"macromolecule deacylation","E1_06_14",1,1,3.7e-24,0,1
"mitotic cytokinesis","E1_06_14",0,1,3.7e-24,-1,0.4133
"aromatic compound catabolic process","E1_06_14",5,6,3.7e-24,-0.222392421336448,0.6971
"vesicle localization","E1_06_14",3,2,3.7e-24,0.415037499278844,0.7494
"establishment or maintenance of cell polarity","E1_06_14",1,3,3.7e-24,-1,0.2601
"Wnt signaling pathway","E1_06_14",3,5,3.7e-24,-0.584962500721156,0.3187
"cell-cell signaling by wnt","E1_06_14",10,5,3.7e-24,0.874469117916141,0.1465
"ATP metabolic process","E1_06_14",4,3,3.7e-24,0.321928094887362,0.7868
"cellular response to chemical stress","E1_06_14",4,4,3.7e-24,0,1
"regulation of vacuole organization","E1_06_14",0,0,3.7e-24,0,1
"cellular response to external stimulus","E1_06_14",7,4,3.7e-24,0.678071905112638,0.3442
"negative regulation of protein phosphorylation","E1_06_14",0,4,3.7e-24,-2.32192809488736,0.0197
"negative regulation of catabolic process","E1_06_14",3,4,3.7e-24,-0.321928094887362,0.6608
"regulation of microtubule cytoskeleton organization","E1_06_14",0,2,3.7e-24,-1.58496250072116,0.1494
"chromosome localization","E1_06_14",4,1,3.7e-24,1.32192809488736,0.0395
"negative regulation of mitotic nuclear division","E1_06_14",1,1,3.7e-24,0,1
"regulation of actin filament organization","E1_06_14",5,3,3.7e-24,0.584962500721156,0.381
"dephosphorylation","E1_06_14",3,4,3.7e-24,-0.321928094887362,0.645
"glycosylation","E1_06_14",4,3,3.7e-24,0.321928094887362,0.7802
"positive regulation of establishment of protein localization","E1_06_14",0,4,3.7e-24,-2.32192809488736,0.0222
"regulation of microtubule-based process","E1_06_14",1,3,3.7e-24,-1,0.2625
"cell-substrate junction organization","E1_06_14",4,1,3.7e-24,1.32192809488736,0.0417
"protein-containing complex localization","E1_06_14",1,2,3.7e-24,-0.584962500721156,0.5352
"mitochondrial transmembrane transport","E1_06_14",0,1,3.7e-24,-1,0.4293
